product_category_name,qty,freight_price,unit_price,product_score,customers,weekend,holiday,month,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price
6,10,15.228,58.99,3.9,169,9,1,3,3960,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,58.99
5,39,18.16230769,59.9,4.1,113,8,1,8,19800,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9
6,23,15.63782609,325.0,4.2,126,8,2,2,2992,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,325.0
5,10,41.186,96.65666667,4.1,58,9,0,6,8000,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,110.0
8,9,19.44777778,150.1333333,3.8,178,9,1,4,2856,105.648625,4.2,2.181647059,105.0,4.2,13.63142857,150.1333333,3.8,19.44777778,151.8784375
6,5,15.348,64.99,3.9,19,8,2,2,3960,19.99,4.3,11.75090909,64.99,3.9,15.348,64.99,3.9,15.348,64.99
6,10,22.84,349.9,4.3,81,9,2,10,11400,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,349.9
6,3,15.57,84.99,3.8,82,8,1,8,8151,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,84.94
3,6,15.90166667,99.99,4.3,102,8,2,1,32736,99.99,4.2,16.54,129.99,4.3,17.41,29.5,4.4,16.53263158,99.99
5,10,39.156,89.0,4.1,74,10,1,7,19656,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,89.0
0,8,15.22625,47.9,4.2,43,9,1,3,8000,86.9,3.9,19.98235294,47.9,4.2,15.22625,39.99,4.0,16.46235294,45.9
6,9,14.16333333,89.99,4.1,53,8,1,6,3960,19.99,4.3,12.68333333,89.99,4.1,14.16333333,58.79952381,3.9,13.90333333,89.99
4,6,13.5,38.4,3.8,7,9,1,9,14000,38.4,3.8,13.5,38.4,3.7,17.95,38.4,3.8,13.5,38.4
5,21,18.83142857,59.9,4.0,113,8,1,8,19800,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9
3,16,18.715625,129.99,4.3,42,10,1,7,15750,99.99,4.2,16.52909091,129.99,4.3,18.715625,129.99,4.3,18.715625,129.99
0,17,16.46235294,39.99,4.0,43,9,1,3,3800,86.9,3.9,19.98235294,39.99,4.0,16.46235294,39.99,4.0,16.46235294,39.99
1,12,35.9225,138.59,4.2,15,9,1,9,7650,151.99,4.2,43.72272727,138.59,4.2,35.9225,138.59,4.2,35.9225,144.96
7,17,17.79058824,116.9066667,4.4,19,8,1,8,4693,49.99,4.3,12.28,116.9066667,4.4,17.79058824,116.9066667,4.4,17.79058824,118.7
6,6,17.58333333,325.0,4.2,112,10,1,12,2992,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,325.0
5,19,16.11157895,59.9,4.3,113,8,1,8,32560,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9
5,19,17.73052632,59.9,4.0,146,9,2,10,19800,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9
6,6,13.02,89.99,4.1,25,8,1,3,3960,19.99,4.3,13.81888889,89.99,4.1,13.02,64.99,3.9,17.26222222,89.94
3,14,17.39642857,129.99,4.3,33,10,2,4,15750,99.99,4.2,14.20235294,129.99,4.3,17.39642857,129.99,4.3,17.39642857,129.99
6,16,11.876875,83.74,4.1,169,9,1,3,3960,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,89.99
6,7,29.94714286,349.9,4.3,82,8,1,8,11400,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,349.9
6,18,9.365555556,29.9,4.5,113,9,1,7,1200,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,29.9
1,23,38.57,149.99,4.2,35,10,1,12,8000,149.99,4.2,38.57,149.99,4.2,38.57,109.9,3.5,25.24916667,149.99
3,6,17.78166667,99.99,4.3,10,9,1,9,32736,99.99,4.2,15.93333333,99.99,4.3,17.78166667,29.5,4.4,11.73,99.99
6,1,44.63,110.99,4.1,98,8,2,1,5700,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,110.94
8,2,16.47,155.0,3.8,122,9,1,7,2856,118.3636364,4.2,15.48,105.0,4.2,24.93875,155.0,3.8,16.47,138.22
3,18,18.27277778,129.99,4.3,58,8,1,5,15750,99.99,4.2,15.02090909,129.99,4.3,18.27277778,129.99,4.3,18.27277778,129.99
6,22,16.24090909,58.99,3.9,82,8,1,8,3960,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,59.25666667
2,9,15.41111111,19.9,3.9,17,9,1,9,2304,19.9,4.2,16.13333333,19.9,3.9,15.41111111,19.9,3.9,15.41111111,19.9
5,9,39.01888889,99.0,4.1,115,9,1,9,19656,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,97.33333333
8,17,0.0,199.0,4.1,260,8,3,5,3510,103.7925234,4.2,0.095438596,105.0,4.2,11.3772973,132.53125,3.8,15.7621875,204.3846154
5,3,26.24666667,59.9,4.2,34,8,1,5,32560,59.9,4.1,19.7325,59.9,4.2,26.24666667,59.9,4.2,26.24666667,59.85
8,2,14.805,239.9,4.1,29,10,1,7,2992,161.5909091,4.2,15.52545455,239.9,4.1,14.805,197.383,3.8,16.606,239.85
4,2,9.34,38.4,3.7,125,8,2,1,10000,69.9953271,4.1,17.66311475,38.4,3.7,9.34,99.9,4.4,22.81923077,38.35
5,40,17.5175,55.77096774,4.0,184,10,1,12,19800,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,53.37910448
0,37,14.65675676,89.9,3.9,90,8,1,8,20000,89.9,3.9,14.65675676,199.5098039,4.4,19.41288462,45.95,4.0,14.2875,89.9
5,39,18.06589744,59.9,4.1,146,9,2,10,19800,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9
0,26,16.78038462,83.64961538,3.9,57,8,3,5,20000,83.64961538,3.9,16.78038462,83.64961538,3.9,16.78038462,39.99,4.0,10.25631579,85.045
5,6,54.53166667,110.0,4.3,116,9,1,3,8000,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,120.0
5,13,15.39230769,59.9,4.1,74,10,1,7,19800,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,59.85
6,17,12.11882353,89.99,4.1,61,10,1,7,3960,19.99,4.3,11.13517241,89.99,4.1,12.11882353,59.25666667,3.9,17.998,89.99
4,4,15.61,38.4,3.8,52,8,2,2,14000,69.9,4.1,16.11590909,38.4,3.7,18.68555556,99.9,4.4,28.89076923,38.4
8,5,23.162,138.98,4.0,122,9,1,7,4480,118.3636364,4.2,15.48,105.0,4.2,24.93875,155.0,3.8,16.47,139.9
8,18,20.99277778,174.4333333,3.8,91,8,4,11,2856,133.0,4.2,19.91666667,108.0,4.2,15.90846154,174.4333333,3.8,20.99277778,232.49
1,2,13.44,119.9,3.5,35,10,1,12,2926,149.99,4.2,38.57,119.9,3.5,13.44,109.9,3.5,25.24916667,119.85
7,11,13.88090909,117.8888889,4.4,12,8,2,2,4693,56.99,4.3,14.5575,117.8888889,4.4,13.88090909,117.8888889,4.4,13.88090909,117.9
5,26,19.02423077,53.9,4.1,116,9,1,3,19800,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,50.35714286
5,3,20.99,49.9,4.3,46,8,1,8,32560,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,49.9
8,5,17.084,169.9,4.0,48,8,1,8,4480,160.6692308,4.2,15.18538462,169.9,4.0,17.084,179.9,3.8,14.92666667,171.792
5,31,17.59548387,59.9,4.2,146,9,2,10,32560,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9
3,9,19.08111111,99.99,4.3,20,8,2,2,32736,99.99,4.2,13.72,129.99,4.3,16.71,99.99,4.3,19.08111111,99.99
7,6,14.03833333,117.9,4.4,15,8,2,1,4693,56.99,4.3,12.215,117.9,4.4,14.03833333,117.9,4.4,14.03833333,118.0
5,28,19.07142857,53.9,4.1,111,9,1,4,19800,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,53.9
5,39,16.50512821,49.9,4.1,137,8,2,1,19800,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,55.75
1,7,14.63857143,77.9,3.5,43,9,1,7,2210,119.99,4.2,48.62666667,149.9,4.3,33.57153846,77.9,3.5,14.63857143,78.9
8,26,17.50192308,150.3423077,4.1,178,9,1,4,2992,105.648625,4.2,2.181647059,105.0,4.2,13.63142857,150.1333333,3.8,19.44777778,167.5
8,1,18.86,139.9,4.0,93,9,0,6,4480,119.0,4.2,19.20666667,105.0,4.2,23.82357143,138.22,3.8,16.108,118.1318182
5,3,21.35,53.9,4.2,116,9,1,3,32560,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,51.4
6,2,19.545,325.0,4.2,81,9,2,10,2992,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,325.0
7,14,14.17285714,119.1785714,4.4,14,9,0,6,4693,119.1785714,4.4,14.17285714,119.1785714,4.4,14.17285714,119.1785714,4.4,14.17285714,119.9
6,4,26.73,349.9,4.3,41,8,1,5,11400,19.99,4.3,14.8475,89.99,4.1,16.09833333,64.99,3.9,14.811875,349.9
5,10,18.103,56.97777778,4.2,184,10,1,12,32560,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,51.32222222
8,5,13.91,157.99,4.0,17,8,1,6,4480,163.0,4.2,14.265,157.99,4.0,13.91,185.0,3.8,14.74,157.94
1,6,17.785,100.9,4.0,15,8,1,6,2808,159.99,4.2,42.03333333,100.9,4.0,17.785,100.9,4.0,17.785,94.9
4,83,9.071566265,69.9,4.1,92,9,1,4,15000,69.9,4.1,9.071566265,35.0,3.7,13.46941176,99.9,4.4,23.32769231,69.9
5,6,16.26,59.9,4.2,113,8,1,8,32560,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9
8,6,15.92666667,128.2416667,4.2,90,8,2,2,2288,128.2416667,4.2,15.92666667,108.0,4.2,18.25363636,182.0,3.8,19.33,128.1916667
3,1,13.72,99.99,4.2,20,8,2,2,15750,99.99,4.2,13.72,129.99,4.3,16.71,99.99,4.2,13.72,99.99
0,59,22.1959322,205.0,4.4,123,10,1,7,12600,89.9,3.9,13.99383333,205.0,4.4,22.1959322,45.95,4.0,14.84,209.0
7,2,17.15,142.5,4.4,19,9,2,10,4693,56.99,4.3,12.29294118,142.5,4.4,17.15,142.5,4.4,17.15,142.5
5,6,34.08333333,98.32333333,4.3,46,8,1,8,8000,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,99.99
5,25,17.7532,49.9,4.0,137,8,2,1,19800,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,55.77096774
6,9,38.19222222,110.99,4.1,169,9,1,3,5700,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,110.99
6,9,17.26222222,64.99,3.9,25,8,1,3,3960,19.99,4.3,13.81888889,89.99,4.1,13.02,64.99,3.9,17.26222222,64.99
4,4,11.58,35.0,3.8,95,8,3,5,14000,69.9,4.1,3.801630435,35.0,3.7,14.63454545,99.9,4.4,19.41076923,35.0
0,32,24.3246875,163.3987097,4.4,54,9,1,9,12600,89.9,3.9,18.77652174,163.3987097,4.4,24.3246875,45.95,4.0,15.1,199.5098039
5,23,18.64347826,59.9,4.0,115,9,1,9,19800,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9
6,11,11.75090909,19.99,4.3,19,8,2,2,4500,19.99,4.3,11.75090909,19.99,4.3,11.75090909,64.99,3.9,15.348,19.94
3,18,15.57722222,99.99,4.3,58,8,1,5,32736,99.99,4.2,15.02090909,129.99,4.3,18.27277778,99.99,4.3,15.57722222,99.99
3,5,17.592,97.952,4.3,45,9,1,3,32736,99.99,4.2,20.78,129.99,4.3,18.49,35.0,4.4,16.25615385,99.99
6,2,20.55,110.99,4.1,126,8,2,2,5700,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,110.99
5,2,32.23,110.0,4.3,102,8,3,5,8000,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,110.0
5,35,21.85285714,53.9,4.2,116,9,1,3,32560,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,50.9
6,11,19.52363636,325.0,4.2,89,9,1,9,2992,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,325.0
6,24,16.12,23.99,4.3,89,9,1,9,4500,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,23.39740741
5,27,17.68111111,59.9,4.2,113,8,1,8,32560,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9
8,10,16.606,197.383,3.8,29,10,1,7,2856,161.5909091,4.2,15.52545455,197.383,3.8,16.606,197.383,3.8,16.606,185.0
1,1,14.92,167.0,3.5,31,9,2,10,2926,154.6958824,4.2,43.88117647,167.0,3.5,14.92,167.0,3.5,14.92,166.95
5,5,44.232,99.99,4.1,54,9,1,7,8000,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,96.65666667
7,17,15.85235294,119.9,4.4,16,8,3,5,4693,119.9,4.4,15.85235294,119.9,4.4,15.85235294,119.9,4.4,15.85235294,117.975
1,2,10.39,109.9,4.0,15,8,1,8,2808,145.7042857,4.2,36.46,109.9,4.0,10.39,109.9,4.0,10.39,109.9
8,2,16.36,229.9,4.1,59,8,2,1,2992,229.9,4.1,16.36,108.0,4.2,16.19636364,199.0,3.8,21.88,229.85
5,32,19.184375,55.425,4.2,184,10,1,12,32560,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,53.64828125
7,8,12.5225,49.99,4.3,13,9,1,7,3360,49.99,4.3,12.5225,118.7,4.4,15.978,49.99,4.3,12.5225,49.94
0,6,15.23,39.99,4.0,41,10,1,12,3800,88.48823529,3.9,18.89833333,39.99,4.0,15.23,39.99,4.0,15.23,40.53181818
8,3,12.13333333,78.0,3.9,43,9,2,10,640,134.9,4.2,6.81,78.0,3.9,12.13333333,232.49,3.8,14.2125,77.95
4,13,18.10153846,35.0,3.7,18,9,0,6,10000,89.9,4.1,21.93,35.0,3.7,18.10153846,99.9,4.4,25.636,35.0
7,2,13.665,49.99,4.3,10,9,1,4,3360,49.99,4.3,13.665,117.975,4.4,21.65,49.99,4.3,13.665,50.49
7,1,15.75,142.5,4.4,8,8,1,8,4693,56.99,4.3,13.58857143,142.5,4.4,15.75,142.5,4.4,15.75,142.45
5,87,16.07586207,53.64828125,4.2,339,8,4,11,32560,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9
8,16,18.505625,149.475,4.0,43,9,2,10,4480,134.9,4.2,6.81,149.475,4.0,18.505625,232.49,3.8,14.2125,160.4
6,11,9.312727273,50.71,4.2,127,8,1,8,3762,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,51.512
3,29,24.47137931,166.99,3.8,38,10,1,12,16530,99.99,4.2,15.26666667,129.99,4.3,25.59,166.99,3.8,24.47137931,157.3603704
5,37,17.18702703,59.9,4.1,115,9,1,9,19800,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9
8,28,23.82357143,105.0,4.2,93,9,0,6,7632,119.0,4.2,19.20666667,105.0,4.2,23.82357143,138.22,3.8,16.108,105.0
8,4,14.795,245.9,3.7,93,9,0,6,3042,119.0,4.2,19.20666667,105.0,4.2,23.82357143,138.22,3.8,16.108,258.9695652
8,4,14.265,163.0,4.2,17,8,1,6,2288,163.0,4.2,14.265,163.0,4.2,14.265,185.0,3.8,14.74,162.95
4,25,13.98,38.4,3.7,17,9,2,10,10000,75.0,4.1,13.64,38.4,3.7,13.98,38.4,3.7,13.98,38.4
6,28,19.37035714,325.8928571,4.2,169,9,1,3,2992,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,325.0
2,17,13.52470588,24.5,3.9,30,10,1,12,2304,24.5,4.2,12.87375,24.5,3.9,13.52470588,24.5,3.9,13.52470588,24.5
5,25,19.2648,53.9,4.0,116,9,1,3,19800,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,51.025
5,7,33.74,49.9,4.0,46,8,1,8,19800,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,49.9
2,6,15.015,34.2,3.9,13,9,1,4,2304,35.05714286,4.2,12.98571429,34.2,3.9,15.015,34.2,3.9,15.015,32.74285714
5,5,15.978,59.9,4.3,26,8,1,6,32560,59.9,4.1,17.67,59.9,4.2,16.26,59.9,4.3,15.978,59.9
4,16,15.628125,35.0,3.7,19,8,1,8,10000,103.2333333,4.1,22.3,35.0,3.7,15.628125,83.83333333,4.4,23.77666667,35.0
3,2,15.01,65.0,4.4,2,9,0,6,7776,65.0,4.4,15.01,65.0,4.4,15.01,65.0,4.4,15.01,35.0
1,31,14.08322581,90.534,4.0,152,8,2,1,2808,156.5113514,4.2,36.8072093,150.3545455,4.3,22.54772727,97.6425,3.5,14.84655172,98.9
5,5,18.652,59.9,4.3,17,10,2,4,32560,59.9,4.3,18.652,59.9,4.3,18.652,59.9,4.3,18.652,59.85
6,23,31.5826087,119.99,4.1,159,8,3,5,5700,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,116.5284615
6,11,32.69727273,364.0,4.3,131,9,0,6,11400,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,352.25
1,13,11.67230769,87.5,4.0,127,9,1,3,2808,136.1428571,4.2,48.0475,149.9,4.3,28.47588235,81.02391304,3.5,18.22148148,84.75608696
8,11,16.10272727,348.8,3.7,73,10,1,12,3042,149.0,4.2,19.1,108.0,4.2,16.65384615,185.96,3.8,18.686,345.7066667
3,14,13.82642857,99.99,4.2,42,8,1,6,15750,99.99,4.2,13.82642857,129.99,4.3,17.06117647,99.99,4.2,13.82642857,99.99
4,13,22.81923077,99.9,4.4,125,8,2,1,12000,69.9953271,4.1,17.66311475,38.4,3.7,9.34,99.9,4.4,22.81923077,99.9
6,13,15.99615385,84.99,3.8,98,8,2,1,8151,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,84.99
0,6,12.94,85.045,3.9,34,9,1,4,20000,85.045,3.9,12.94,85.045,3.9,12.94,39.99,4.0,14.23615385,86.9
5,36,17.51944444,50.9,4.2,160,8,2,2,32560,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9
6,26,16.99038462,89.99,4.1,139,8,4,11,3960,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,89.99
5,8,39.37125,110.0,4.1,102,8,3,5,8000,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,110.0
5,12,19.89083333,49.9,4.1,58,9,0,6,19800,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,53.41515152
6,9,13.81888889,19.99,4.3,25,8,1,3,4500,19.99,4.3,13.81888889,89.99,4.1,13.02,64.99,3.9,17.26222222,19.99
5,2,17.67,59.9,4.3,34,8,1,5,32560,59.9,4.1,19.7325,59.9,4.2,26.24666667,59.9,4.3,17.67,59.9
6,24,15.71166667,58.99,3.9,139,8,4,11,3960,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,58.99
3,22,15.02090909,99.99,4.2,58,8,1,5,15750,99.99,4.2,15.02090909,129.99,4.3,18.27277778,99.99,4.2,15.02090909,99.99
5,11,45.97,127.7272727,4.3,137,8,2,1,8000,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,89.99
2,7,14.02714286,32.74285714,3.9,13,9,1,3,2304,32.5,4.2,18.05666667,32.74285714,3.9,14.02714286,32.74285714,3.9,14.02714286,32.5
6,13,13.36230769,79.99,4.1,131,9,0,6,3960,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,79.99
8,5,21.318,241.006,3.8,6,8,1,3,2856,241.006,3.8,21.318,241.006,3.8,21.318,241.006,3.8,21.318,240.956
2,23,13.65217391,24.5,3.9,49,8,4,11,2304,24.5,4.2,13.64535714,24.5,3.9,13.65217391,24.5,3.9,13.65217391,20.66666667
2,2,18.35,36.2,4.2,2,9,0,6,2304,36.2,4.2,18.35,36.2,4.2,18.35,36.2,4.2,18.35,36.2
3,26,16.25615385,35.0,4.4,45,9,1,3,7776,99.99,4.2,20.78,129.99,4.3,18.49,35.0,4.4,16.25615385,34.95
5,14,42.60714286,89.99,4.1,184,10,1,12,8000,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,89.99
6,12,16.99416667,325.0,4.2,139,8,4,11,2992,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,325.0
0,11,15.83272727,40.53181818,4.0,97,8,4,11,3800,89.9,3.9,16.294,40.53181818,4.0,15.83272727,40.53181818,4.0,15.83272727,45.95
4,65,18.42507692,69.9,4.1,83,9,1,3,15000,69.9,4.1,18.42507692,35.48571429,3.7,15.44823529,99.9,4.4,22.14583333,69.9
8,1,13.44,112.0,4.2,61,8,1,8,2288,112.0,4.2,13.44,105.0,4.2,23.38571429,145.5509091,3.8,21.89727273,118.3636364
1,27,27.62666667,149.9,4.3,66,9,0,6,4840,114.4911538,4.2,53.62555556,149.9,4.3,27.62666667,78.9,3.5,17.328,149.9
8,6,18.22333333,307.8333333,3.7,125,9,1,3,3042,117.4412903,4.2,18.26129032,105.6428571,4.2,21.6652381,151.8784375,3.8,20.31375,347.0
8,3,23.52666667,138.0,4.0,61,8,1,8,4480,112.0,4.2,13.44,105.0,4.2,23.38571429,145.5509091,3.8,21.89727273,138.98
5,3,34.55,49.9,4.3,54,9,1,7,32560,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,49.9
0,19,16.53368421,39.99,4.0,62,8,2,1,3800,86.9,3.9,19.38352941,39.99,4.0,16.53368421,39.99,4.0,16.53368421,39.99
3,1,23.49,129.99,4.3,18,9,1,4,15750,89.86333333,4.2,19.87666667,129.99,4.3,23.49,35.0,4.4,14.845,129.99
5,14,45.77642857,99.0,4.1,146,9,2,10,19656,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,99.0
6,50,16.2446,84.99,3.8,112,10,1,12,8151,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,84.99
6,19,11.28736842,23.99,4.3,98,8,2,1,4500,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,23.99
5,39,16.61153846,50.54516129,4.1,160,8,2,2,19800,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9
5,8,48.62875,139.0,4.2,54,9,1,7,8000,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,159.0
4,11,14.63454545,35.0,3.7,95,8,3,5,10000,69.9,4.1,3.801630435,35.0,3.7,14.63454545,99.9,4.4,19.41076923,35.0
1,5,38.044,133.0,4.2,152,8,2,1,7650,156.5113514,4.2,36.8072093,150.3545455,4.3,22.54772727,97.6425,3.5,14.84655172,134.9
2,9,16.13333333,19.9,4.2,17,9,1,9,2304,19.9,4.2,16.13333333,19.9,3.9,15.41111111,19.9,4.2,16.13333333,19.9
8,40,17.9795,78.0,3.9,122,9,1,7,640,118.3636364,4.2,15.48,105.0,4.2,24.93875,155.0,3.8,16.47,78.0
5,5,42.726,110.0,4.3,111,9,1,4,8000,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,110.0
4,12,22.14583333,99.9,4.4,83,9,1,3,12000,69.9,4.1,18.42507692,35.48571429,3.7,15.44823529,99.9,4.4,22.14583333,99.9
4,92,3.801630435,69.9,4.1,95,8,3,5,15000,69.9,4.1,3.801630435,35.0,3.7,14.63454545,99.9,4.4,19.41076923,69.9
6,7,12.41857143,82.82142857,4.1,127,8,1,8,3960,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,79.99
6,19,19.06526316,58.99,3.9,81,9,2,10,3960,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,58.99
2,1,22.18,36.2,4.2,1,9,1,7,2304,36.2,4.2,22.18,36.2,4.2,22.18,36.2,4.2,22.18,36.2
5,20,39.8975,97.58823529,4.1,34,8,1,5,19656,59.9,4.1,19.7325,59.9,4.2,26.24666667,97.58823529,4.1,39.8975,82.63333333
6,1,19.29,349.9,4.3,23,10,2,4,11400,19.99,4.3,18.03846154,349.9,4.3,19.29,64.99,3.9,15.16888889,349.9
5,8,14.08375,51.4,4.2,160,8,2,2,32560,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9
5,13,57.29846154,175.1538462,4.2,116,9,1,3,8000,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,179.0
4,2,29.79,89.9,4.1,22,9,1,7,15000,89.9,4.1,29.79,35.0,3.7,17.238,78.53571429,4.4,23.84714286,89.9
8,21,21.6652381,105.6428571,4.2,125,9,1,3,7632,117.4412903,4.2,18.26129032,105.6428571,4.2,21.6652381,151.8784375,3.8,20.31375,108.0
5,12,47.82583333,179.0,4.2,160,8,2,2,8000,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,187.8542857
5,11,28.63272727,179.0,4.2,111,9,1,4,8000,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,175.1538462
8,10,17.856,160.4,4.0,54,9,1,9,4480,148.7785714,4.2,14.04111111,160.4,4.0,17.856,164.57,3.8,19.528,169.9
8,15,16.108,138.22,3.8,93,9,0,6,2856,119.0,4.2,19.20666667,105.0,4.2,23.82357143,138.22,3.8,16.108,132.53125
5,15,47.594,183.99,4.2,184,10,1,12,8000,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,179.99
5,12,19.495,49.9,4.1,137,8,2,1,19800,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,55.1
4,5,13.64,75.0,4.1,17,9,2,10,15000,75.0,4.1,13.64,38.4,3.7,13.98,75.0,4.1,13.64,74.95
8,114,0.095438596,103.7925234,4.2,260,8,3,5,2288,103.7925234,4.2,0.095438596,105.0,4.2,11.3772973,132.53125,3.8,15.7621875,105.648625
3,1,18.49,129.99,4.3,45,9,1,3,15750,99.99,4.2,20.78,129.99,4.3,18.49,35.0,4.4,16.25615385,129.99
6,7,26.58285714,349.9,4.3,89,9,1,9,11400,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,349.9
4,5,15.856,75.0,4.1,5,10,1,7,15000,75.0,4.1,15.856,38.4,3.7,7.78,75.0,4.1,15.856,74.95
4,14,23.84714286,78.53571429,4.4,22,9,1,7,12000,89.9,4.1,29.79,35.0,3.7,17.238,78.53571429,4.4,23.84714286,99.9
